
Env Name:                     Swimmer-v4
Num Trails:                   20
Num Steps:                    100
Policy Type:                  mppi
Num samples                   3000
Horizon                       50
λ (inverse temp):             1.00
α (control cost param):       1.00
U₀                            [0.0000, ..., 0.0000]
Σ                             0.2500 0.2500 
Seed:                         1

Trial    #:       Reward :   Steps:  Reward/Step : Ex Time
Trial    1:        29.92 :     100:         0.30 :  139.52
Trial    2:        28.40 :     100:         0.28 :  136.06
Trial    3:        29.62 :     100:         0.30 :  133.25
Trial    4:        30.05 :     100:         0.30 :  134.40
Trial    5:        28.12 :     100:         0.28 :  134.18
Trial    6:        28.85 :     100:         0.29 :  134.90
Trial    7:        31.00 :     100:         0.31 :  134.08
Trial    8:        30.32 :     100:         0.30 :  133.78
Trial    9:        31.60 :     100:         0.32 :  133.98
Trial   10:        30.12 :     100:         0.30 :  134.29
Trial   11:        31.14 :     100:         0.31 :  135.41
Trial   12:        29.30 :     100:         0.29 :  135.47
Trial   13:        29.70 :     100:         0.30 :  133.78
Trial   14:        30.39 :     100:         0.30 :  135.01
Trial   15:        30.17 :     100:         0.30 :  133.83
Trial   16:        30.63 :     100:         0.31 :  134.73
Trial   17:        31.59 :     100:         0.32 :  133.30
Trial   18:        30.99 :     100:         0.31 :  133.29
Trial   19:        32.22 :     100:         0.32 :  132.96
Trial   20:        29.92 :     100:         0.30 :  133.72
-----------------------------------
Trials AVE:        30.20 :  100.00:         0.30 :  134.50
Trials STD:         1.06 :    0.00:         0.01 :    1.44
Trials MED:        30.14 :  100.00:         0.30 :  134.13
Trials L95:        29.70 :  100.00:         0.30 :  133.78
Trials U95:        30.99 :  100.00:         0.31 :  134.90
Trials MIN:        28.12 :  100.00:         0.28 :  132.96
Trials MAX:        32.22 :  100.00:         0.32 :  139.52
