
Env Name:                     Swimmer-v4
Num Trails:                   10
Num Steps:                    250
Policy Type:                  cemppi
Num samples                   180
Horizon                       50
λ (inverse temp):             0.50
α (control cost param):       1.00
# AIS Iterations:             25
CE Elite Threshold:           0.80
CE Σ Est Method:              mle
U₀                            [0.0000, ..., 0.0000]
Σ                             0.2500 0.2500 
Seed:                         1

Trial    #:       Reward :   Steps:  Reward/Step : Ex Time
Trial    1:        56.48 :     250:         0.23 :  378.40
Trial    2:        45.42 :     250:         0.18 :  407.49
Trial    3:        57.08 :     250:         0.23 :  388.80
Trial    4:        49.47 :     250:         0.20 :  395.59
Trial    5:        55.97 :     250:         0.22 :  387.83
Trial    6:        56.65 :     250:         0.23 :  389.31
Trial    7:        44.64 :     250:         0.18 :  393.46
Trial    8:        50.85 :     250:         0.20 :  406.90
Trial    9:        55.77 :     250:         0.22 :  407.60
Trial   10:        55.20 :     250:         0.22 :  395.49
-----------------------------------
Trials AVE:        52.75 :  250.00:         0.21 :  395.09
Trials STD:         4.80 :    0.00:         0.02 :    9.76
Trials MED:        55.49 :  250.00:         0.22 :  394.48
Trials L95:        45.42 :  250.00:         0.18 :  387.83
Trials U95:        56.65 :  250.00:         0.23 :  407.49
Trials MIN:        44.64 :  250.00:         0.18 :  378.40
Trials MAX:        57.08 :  250.00:         0.23 :  407.60
