
Env Name:                     Swimmer-v4
Num Trails:                   20
Num Steps:                    100
Policy Type:                  cemppi
Num samples                   300
Horizon                       50
λ (inverse temp):             1.00
α (control cost param):       1.00
# AIS Iterations:             7
CE Elite Threshold:           0.80
CE Σ Est Method:              ss
U₀                            [0.0000, ..., 0.0000]
Σ                             0.5000 0.5000
Seed:                         1

Trial    #:       Reward :   Steps:  Reward/Step : Ex Time
Trial    1:        19.32 :     100:         0.19 :  133.52
Trial    2:        26.79 :     100:         0.27 :  125.50
Trial    3:         7.39 :     100:         0.07 :  128.93
Trial    4:         9.34 :     100:         0.09 :  129.39
Trial    5:        25.53 :     100:         0.26 :  130.35
Trial    6:        35.41 :     100:         0.35 :  131.13
Trial    7:        35.57 :     100:         0.36 :  129.13
Trial    8:        32.92 :     100:         0.33 :  128.41
Trial    9:        28.37 :     100:         0.28 :  127.32
Trial   10:        38.92 :     100:         0.39 :  126.89
Trial   11:        15.08 :     100:         0.15 :  134.26
Trial   12:        21.91 :     100:         0.22 :  139.39
Trial   13:        34.83 :     100:         0.35 :  134.94
Trial   14:        39.47 :     100:         0.39 :  128.14
Trial   15:        14.39 :     100:         0.14 :  129.59
Trial   16:        30.12 :     100:         0.30 :  132.95
Trial   17:        35.12 :     100:         0.35 :  129.16
Trial   18:        36.13 :     100:         0.36 :  128.95
Trial   19:        11.14 :     100:         0.11 :  134.73
Trial   20:        35.58 :     100:         0.36 :  129.42
-----------------------------------
Trials AVE:        26.67 :  100.00:         0.27 :  130.61
Trials STD:        10.53 :    0.00:         0.11 :    3.37
Trials MED:        29.24 :  100.00:         0.29 :  129.40
Trials L95:        19.32 :  100.00:         0.19 :  128.93
Trials U95:        35.41 :  100.00:         0.35 :  132.95
Trials MIN:         7.39 :  100.00:         0.07 :  125.50
Trials MAX:        39.47 :  100.00:         0.39 :  139.39
