
Env Name:                     Swimmer-v4
Num Trails:                   10
Num Steps:                    250
Policy Type:                  mppi
Num samples                   4500
Horizon                       50
λ (inverse temp):             0.50
α (control cost param):       1.00
U₀                            [0.0000, ..., 0.0000]
Σ                             0.2500 0.2500 
Seed:                         1

Trial    #:       Reward :   Steps:  Reward/Step : Ex Time
Trial    1:        38.96 :     250:         0.16 :  467.25
Trial    2:        34.98 :     250:         0.14 :  473.95
Trial    3:        37.71 :     250:         0.15 :  469.73
Trial    4:        36.37 :     250:         0.15 :  468.34
Trial    5:        37.89 :     250:         0.15 :  466.68
Trial    6:        33.78 :     250:         0.14 :  474.20
Trial    7:        41.03 :     250:         0.16 :  466.65
Trial    8:        38.04 :     250:         0.15 :  476.36
Trial    9:        34.93 :     250:         0.14 :  480.37
Trial   10:        36.82 :     250:         0.15 :  476.33
-----------------------------------
Trials AVE:        37.05 :  250.00:         0.15 :  471.99
Trials STD:         2.15 :    0.00:         0.01 :    4.88
Trials MED:        37.27 :  250.00:         0.15 :  471.84
Trials L95:        34.93 :  250.00:         0.14 :  466.68
Trials U95:        38.96 :  250.00:         0.16 :  476.36
Trials MIN:        33.78 :  250.00:         0.14 :  466.65
Trials MAX:        41.03 :  250.00:         0.16 :  480.37
