
Env Name:                     Swimmer-v4
Num Trails:                   20
Num Steps:                    100
Policy Type:                  mppi
Num samples                   3000
Horizon                       50
λ (inverse temp):             0.50
α (control cost param):       1.00
U₀                            [0.0000, ..., 0.0000]
Σ                             0.2500 0.2500 
Seed:                         1

Trial    #:       Reward :   Steps:  Reward/Step : Ex Time
Trial    1:        30.76 :     100:         0.31 :  134.17
Trial    2:        31.11 :     100:         0.31 :  135.15
Trial    3:        31.41 :     100:         0.31 :  135.86
Trial    4:        34.98 :     100:         0.35 :  132.83
Trial    5:        29.94 :     100:         0.30 :  134.54
Trial    6:        30.36 :     100:         0.30 :  134.75
Trial    7:        33.09 :     100:         0.33 :  133.10
Trial    8:        33.68 :     100:         0.34 :  133.48
Trial    9:        32.96 :     100:         0.33 :  133.71
Trial   10:        30.97 :     100:         0.31 :  134.65
Trial   11:        31.76 :     100:         0.32 :  134.36
Trial   12:        32.95 :     100:         0.33 :  134.52
Trial   13:        31.03 :     100:         0.31 :  135.25
Trial   14:        30.68 :     100:         0.31 :  135.24
Trial   15:        32.67 :     100:         0.33 :  133.26
Trial   16:        34.39 :     100:         0.34 :  132.91
Trial   17:        32.16 :     100:         0.32 :  134.91
Trial   18:        31.98 :     100:         0.32 :  133.36
Trial   19:        32.61 :     100:         0.33 :  133.53
Trial   20:        31.86 :     100:         0.32 :  134.41
-----------------------------------
Trials AVE:        32.07 :  100.00:         0.32 :  134.20
Trials STD:         1.35 :    0.00:         0.01 :    0.88
Trials MED:        31.92 :  100.00:         0.32 :  134.39
Trials L95:        31.03 :  100.00:         0.31 :  133.48
Trials U95:        32.95 :  100.00:         0.33 :  134.75
Trials MIN:        29.94 :  100.00:         0.30 :  132.83
Trials MAX:        34.98 :  100.00:         0.35 :  135.86
