
Env Name:                     Swimmer-v4
Num Trails:                   20
Num Steps:                    100
Policy Type:                  mppi
Num samples                   50
Horizon                       50
λ (inverse temp):             0.50
α (control cost param):       1.00
U₀                            [0.0000, ..., 0.0000]
Σ                             0.2500 0.2500 
Seed:                         1

Trial    #:       Reward :   Steps:  Reward/Step : Ex Time
Trial    1:        32.22 :     100:         0.32 :    5.11
Trial    2:        32.27 :     100:         0.32 :    5.10
Trial    3:        29.63 :     100:         0.30 :    5.13
Trial    4:        31.07 :     100:         0.31 :    5.11
Trial    5:        31.68 :     100:         0.32 :    5.09
Trial    6:        30.46 :     100:         0.30 :    5.07
Trial    7:        29.59 :     100:         0.30 :    5.12
Trial    8:        29.46 :     100:         0.29 :    5.12
Trial    9:        30.52 :     100:         0.31 :    5.12
Trial   10:        32.94 :     100:         0.33 :    5.14
Trial   11:        31.73 :     100:         0.32 :    5.12
Trial   12:        30.98 :     100:         0.31 :    5.14
Trial   13:        29.60 :     100:         0.30 :    5.17
Trial   14:        33.54 :     100:         0.34 :    5.17
Trial   15:        29.96 :     100:         0.30 :    5.18
Trial   16:        32.58 :     100:         0.33 :    5.11
Trial   17:        29.91 :     100:         0.30 :    5.10
Trial   18:        33.57 :     100:         0.34 :    5.17
Trial   19:        25.28 :     100:         0.25 :    5.10
Trial   20:        31.13 :     100:         0.31 :    5.22
-----------------------------------
Trials AVE:        30.91 :  100.00:         0.31 :    5.13
Trials STD:         1.88 :    0.00:         0.02 :    0.04
Trials MED:        31.03 :  100.00:         0.31 :    5.12
Trials L95:        29.91 :  100.00:         0.30 :    5.11
Trials U95:        32.22 :  100.00:         0.32 :    5.14
Trials MIN:        25.28 :  100.00:         0.25 :    5.07
Trials MAX:        33.57 :  100.00:         0.34 :    5.22
