
Env Name:                     Swimmer-v4
Num Trails:                   10
Num Steps:                    250
Policy Type:                  mppi
Num samples                   2000
Horizon                       50
λ (inverse temp):             0.00
α (control cost param):       1.00
U₀                            [0.0000, ..., 0.0000]
Σ                             0.2500 0.2500 
Seed:                         1

Trial    #:       Reward :   Steps:  Reward/Step : Ex Time
Trial    1:        51.22 :     250:         0.20 :  390.80
Trial    2:        53.91 :     250:         0.22 :  389.51
Trial    3:        50.40 :     250:         0.20 :  389.25
Trial    4:        50.80 :     250:         0.20 :  392.22
Trial    5:        56.42 :     250:         0.23 :  389.47
Trial    6:        56.42 :     250:         0.23 :  392.64
Trial    7:        46.05 :     250:         0.18 :  392.41
Trial    8:        56.14 :     250:         0.22 :  392.30
Trial    9:        53.47 :     250:         0.21 :  388.88
Trial   10:        54.21 :     250:         0.22 :  388.87
-----------------------------------
Trials AVE:        52.90 :  250.00:         0.21 :  390.64
Trials STD:         3.31 :    0.00:         0.01 :    1.61
Trials MED:        53.69 :  250.00:         0.21 :  390.16
Trials L95:        50.40 :  250.00:         0.20 :  388.88
Trials U95:        56.42 :  250.00:         0.23 :  392.41
Trials MIN:        46.05 :  250.00:         0.18 :  388.87
Trials MAX:        56.42 :  250.00:         0.23 :  392.64
