
Env Name:                     Swimmer-v4
Num Trails:                   20
Num Steps:                    100
Policy Type:                  mppi
Num samples                   750
Horizon                       50
λ (inverse temp):             0.50
α (control cost param):       1.00
U₀                            [0.0000, ..., 0.0000]
Σ                             0.2500 0.2500 
Seed:                         1

Trial    #:       Reward :   Steps:  Reward/Step : Ex Time
Trial    1:        33.86 :     100:         0.34 :   36.27
Trial    2:        31.20 :     100:         0.31 :   36.62
Trial    3:        34.30 :     100:         0.34 :   35.61
Trial    4:        31.02 :     100:         0.31 :   36.54
Trial    5:        29.58 :     100:         0.30 :   36.46
Trial    6:        32.90 :     100:         0.33 :   36.09
Trial    7:        34.34 :     100:         0.34 :   35.97
Trial    8:        31.53 :     100:         0.32 :   36.58
Trial    9:        31.12 :     100:         0.31 :   36.74
Trial   10:        33.66 :     100:         0.34 :   36.30
Trial   11:        33.99 :     100:         0.34 :   36.06
Trial   12:        34.48 :     100:         0.34 :   35.94
Trial   13:        32.52 :     100:         0.33 :   36.10
Trial   14:        31.79 :     100:         0.32 :   36.12
Trial   15:        31.00 :     100:         0.31 :   36.14
Trial   16:        30.15 :     100:         0.30 :   36.59
Trial   17:        32.53 :     100:         0.33 :   35.84
Trial   18:        33.61 :     100:         0.34 :   35.78
Trial   19:        31.98 :     100:         0.32 :   35.70
Trial   20:        33.89 :     100:         0.34 :   35.79
-----------------------------------
Trials AVE:        32.47 :  100.00:         0.32 :   36.16
Trials STD:         1.51 :    0.00:         0.02 :    0.34
Trials MED:        32.52 :  100.00:         0.33 :   36.11
Trials L95:        31.20 :  100.00:         0.31 :   35.94
Trials U95:        33.86 :  100.00:         0.34 :   36.46
Trials MIN:        29.58 :  100.00:         0.30 :   35.61
Trials MAX:        34.48 :  100.00:         0.34 :   36.74
