
Env Name:                     Swimmer-v4
Num Trails:                   20
Num Steps:                    100
Policy Type:                  mppi
Num samples                   10
Horizon                       50
λ (inverse temp):             0.00
α (control cost param):       1.00
U₀                            [0.0000, ..., 0.0000]
Σ                             0.2500 0.2500 
Seed:                         1

Trial    #:       Reward :   Steps:  Reward/Step : Ex Time
Trial    1:        19.16 :     100:         0.19 :    3.06
Trial    2:        27.69 :     100:         0.28 :    3.08
Trial    3:        22.33 :     100:         0.22 :    3.09
Trial    4:        10.84 :     100:         0.11 :    3.11
Trial    5:        30.21 :     100:         0.30 :    3.08
Trial    6:        31.07 :     100:         0.31 :    3.06
Trial    7:         6.83 :     100:         0.07 :    3.06
Trial    8:        12.75 :     100:         0.13 :    3.06
Trial    9:        25.94 :     100:         0.26 :    3.08
Trial   10:        22.48 :     100:         0.22 :    3.09
Trial   11:        16.67 :     100:         0.17 :    3.11
Trial   12:        31.70 :     100:         0.32 :    3.04
Trial   13:        30.61 :     100:         0.31 :    3.10
Trial   14:        15.71 :     100:         0.16 :    3.06
Trial   15:        30.19 :     100:         0.30 :    3.06
Trial   16:        23.21 :     100:         0.23 :    3.08
Trial   17:         1.64 :     100:         0.02 :    3.05
Trial   18:        31.49 :     100:         0.31 :    3.07
Trial   19:        31.64 :     100:         0.32 :    3.06
Trial   20:         6.45 :     100:         0.06 :    3.07
-----------------------------------
Trials AVE:        21.43 :  100.00:         0.21 :    3.07
Trials STD:         9.69 :    0.00:         0.10 :    0.02
Trials MED:        22.85 :  100.00:         0.23 :    3.07
Trials L95:        15.71 :  100.00:         0.16 :    3.06
Trials U95:        30.21 :  100.00:         0.30 :    3.08
Trials MIN:         1.64 :  100.00:         0.02 :    3.04
Trials MAX:        31.70 :  100.00:         0.32 :    3.11
