
Env Name:                     Swimmer-v4
Num Trails:                   20
Num Steps:                    100
Policy Type:                  mppi
Num samples                   30
Horizon                       50
λ (inverse temp):             0.50
α (control cost param):       1.00
U₀                            [0.0000, ..., 0.0000]
Σ                             0.2500 0.2500 
Seed:                         1

Trial    #:       Reward :   Steps:  Reward/Step : Ex Time
Trial    1:        29.96 :     100:         0.30 :    4.18
Trial    2:        30.84 :     100:         0.31 :    4.18
Trial    3:        31.17 :     100:         0.31 :    4.21
Trial    4:        29.66 :     100:         0.30 :    4.18
Trial    5:        30.74 :     100:         0.31 :    4.19
Trial    6:        28.36 :     100:         0.28 :    4.19
Trial    7:        31.95 :     100:         0.32 :    4.24
Trial    8:        31.44 :     100:         0.31 :    4.17
Trial    9:        30.39 :     100:         0.30 :    4.22
Trial   10:        29.44 :     100:         0.29 :    4.19
Trial   11:        30.88 :     100:         0.31 :    4.20
Trial   12:        32.01 :     100:         0.32 :    4.19
Trial   13:        30.90 :     100:         0.31 :    4.21
Trial   14:        31.07 :     100:         0.31 :    4.10
Trial   15:        28.69 :     100:         0.29 :    4.19
Trial   16:        30.04 :     100:         0.30 :    4.22
Trial   17:        31.11 :     100:         0.31 :    4.14
Trial   18:        31.75 :     100:         0.32 :    4.15
Trial   19:        32.00 :     100:         0.32 :    4.22
Trial   20:        30.54 :     100:         0.31 :    4.27
-----------------------------------
Trials AVE:        30.65 :  100.00:         0.31 :    4.19
Trials STD:         1.04 :    0.00:         0.01 :    0.04
Trials MED:        30.86 :  100.00:         0.31 :    4.19
Trials L95:        30.04 :  100.00:         0.30 :    4.18
Trials U95:        31.17 :  100.00:         0.31 :    4.21
Trials MIN:        28.36 :  100.00:         0.28 :    4.10
Trials MAX:        32.01 :  100.00:         0.32 :    4.27
