
Env Name:                     Swimmer-v4
Num Trails:                   20
Num Steps:                    100
Policy Type:                  mppi
Num samples                   1500
Horizon                       50
λ (inverse temp):             1.00
α (control cost param):       1.00
U₀                            [0.0000, ..., 0.0000]
Σ                             0.5000 0.5000
Seed:                         1

Trial    #:       Reward :   Steps:  Reward/Step : Ex Time
Trial    1:        30.55 :     100:         0.31 :   49.91
Trial    2:        30.13 :     100:         0.30 :   45.52
Trial    3:        29.23 :     100:         0.29 :   44.92
Trial    4:        30.47 :     100:         0.30 :   44.75
Trial    5:        28.52 :     100:         0.29 :   45.49
Trial    6:        30.28 :     100:         0.30 :   44.83
Trial    7:        29.98 :     100:         0.30 :   44.91
Trial    8:        29.45 :     100:         0.29 :   45.14
Trial    9:        28.09 :     100:         0.28 :   45.49
Trial   10:        31.77 :     100:         0.32 :   45.05
Trial   11:        29.26 :     100:         0.29 :   45.77
Trial   12:        31.64 :     100:         0.32 :   45.87
Trial   13:        29.43 :     100:         0.29 :   45.94
Trial   14:        29.80 :     100:         0.30 :   45.28
Trial   15:        29.03 :     100:         0.29 :   45.68
Trial   16:        30.10 :     100:         0.30 :   46.77
Trial   17:        29.78 :     100:         0.30 :   45.75
Trial   18:        31.23 :     100:         0.31 :   45.62
Trial   19:        29.55 :     100:         0.30 :   45.51
Trial   20:        30.66 :     100:         0.31 :   45.37
-----------------------------------
Trials AVE:        29.95 :  100.00:         0.30 :   45.68
Trials STD:         0.95 :    0.00:         0.01 :    1.10
Trials MED:        29.89 :  100.00:         0.30 :   45.50
Trials L95:        29.43 :  100.00:         0.29 :   45.14
Trials U95:        30.47 :  100.00:         0.30 :   45.75
Trials MIN:        28.09 :  100.00:         0.28 :   44.75
Trials MAX:        31.77 :  100.00:         0.32 :   49.91
