
Env Name:                     Swimmer-v4
Num Trails:                   20
Num Steps:                    100
Policy Type:                  mppi
Num samples                   100
Horizon                       50
λ (inverse temp):             0.50
α (control cost param):       1.00
U₀                            [0.0000, ..., 0.0000]
Σ                             0.2500 0.2500 
Seed:                         1

Trial    #:       Reward :   Steps:  Reward/Step : Ex Time
Trial    1:        33.60 :     100:         0.34 :   11.83
Trial    2:        31.44 :     100:         0.31 :   12.07
Trial    3:        33.56 :     100:         0.34 :   12.12
Trial    4:        32.76 :     100:         0.33 :   12.00
Trial    5:        29.86 :     100:         0.30 :   12.29
Trial    6:        32.45 :     100:         0.32 :   12.04
Trial    7:        33.70 :     100:         0.34 :   12.04
Trial    8:        34.89 :     100:         0.35 :   12.10
Trial    9:        31.14 :     100:         0.31 :   12.14
Trial   10:        31.03 :     100:         0.31 :   11.97
Trial   11:        33.04 :     100:         0.33 :   12.05
Trial   12:        33.02 :     100:         0.33 :   12.14
Trial   13:        32.47 :     100:         0.32 :   12.18
Trial   14:        31.25 :     100:         0.31 :   12.20
Trial   15:        31.61 :     100:         0.32 :   12.12
Trial   16:        32.83 :     100:         0.33 :   11.97
Trial   17:        30.10 :     100:         0.30 :   12.09
Trial   18:        31.73 :     100:         0.32 :   12.11
Trial   19:        32.23 :     100:         0.32 :   11.94
Trial   20:        33.04 :     100:         0.33 :   11.96
-----------------------------------
Trials AVE:        32.29 :  100.00:         0.32 :   12.07
Trials STD:         1.27 :    0.00:         0.01 :    0.11
Trials MED:        32.46 :  100.00:         0.32 :   12.08
Trials L95:        31.44 :  100.00:         0.31 :   12.00
Trials U95:        33.04 :  100.00:         0.33 :   12.12
Trials MIN:        29.86 :  100.00:         0.30 :   11.83
Trials MAX:        34.89 :  100.00:         0.35 :   12.29
