
Env Name:                     Swimmer-v4
Num Trails:                   20
Num Steps:                    100
Policy Type:                  cemppi
Num samples                   600
Horizon                       50
λ (inverse temp):             0.50
α (control cost param):       1.00
# AIS Iterations:             5
CE Elite Threshold:           0.80
CE Σ Est Method:              mle
U₀                            [0.0000, ..., 0.0000]
Σ                             0.2500 0.2500 
Seed:                         1

Trial    #:       Reward :   Steps:  Reward/Step : Ex Time
Trial    1:        32.85 :     100:         0.33 :  109.72
Trial    2:        35.15 :     100:         0.35 :  110.31
Trial    3:        35.45 :     100:         0.35 :  107.56
Trial    4:        35.65 :     100:         0.36 :  110.14
Trial    5:        35.01 :     100:         0.35 :  108.20
Trial    6:        35.84 :     100:         0.36 :  112.98
Trial    7:        35.29 :     100:         0.35 :  109.69
Trial    8:        35.20 :     100:         0.35 :  112.04
Trial    9:        35.31 :     100:         0.35 :  108.07
Trial   10:        35.51 :     100:         0.36 :  110.00
Trial   11:        34.89 :     100:         0.35 :  109.47
Trial   12:        34.74 :     100:         0.35 :  108.89
Trial   13:        35.20 :     100:         0.35 :  109.27
Trial   14:        33.55 :     100:         0.34 :  108.00
Trial   15:        34.99 :     100:         0.35 :  104.99
Trial   16:        35.12 :     100:         0.35 :  113.21
Trial   17:        35.62 :     100:         0.36 :  110.25
Trial   18:        33.55 :     100:         0.34 :  110.69
Trial   19:        35.22 :     100:         0.35 :  108.54
Trial   20:         6.58 :     100:         0.07 :  104.56
-----------------------------------
Trials AVE:        33.54 :  100.00:         0.34 :  109.33
Trials STD:         6.39 :    0.00:         0.06 :    2.19
Trials MED:        35.17 :  100.00:         0.35 :  109.58
Trials L95:        34.89 :  100.00:         0.35 :  108.20
Trials U95:        35.31 :  100.00:         0.35 :  110.25
Trials MIN:         6.58 :  100.00:         0.07 :  104.56
Trials MAX:        35.84 :  100.00:         0.36 :  113.21
