
Env Name:                     Swimmer-v4
Num Trails:                   20
Num Steps:                    100
Policy Type:                  mppi
Num samples                   4500
Horizon                       50
λ (inverse temp):             0.50
α (control cost param):       1.00
U₀                            [0.0000, ..., 0.0000]
Σ                             0.2500 0.2500 
Seed:                         1

Trial    #:       Reward :   Steps:  Reward/Step : Ex Time
Trial    1:        34.68 :     100:         0.35 :  125.26
Trial    2:        32.61 :     100:         0.33 :  124.10
Trial    3:        34.50 :     100:         0.35 :  124.74
Trial    4:        32.94 :     100:         0.33 :  125.07
Trial    5:        33.99 :     100:         0.34 :  124.12
Trial    6:        31.16 :     100:         0.31 :  125.15
Trial    7:        35.53 :     100:         0.36 :  123.95
Trial    8:        33.99 :     100:         0.34 :  123.24
Trial    9:        32.88 :     100:         0.33 :  125.76
Trial   10:        33.63 :     100:         0.34 :  123.58
Trial   11:        33.60 :     100:         0.34 :  125.44
Trial   12:        32.52 :     100:         0.33 :  127.39
Trial   13:        35.04 :     100:         0.35 :  123.59
Trial   14:        30.87 :     100:         0.31 :  124.63
Trial   15:        33.49 :     100:         0.33 :  124.03
Trial   16:        34.56 :     100:         0.35 :  123.15
Trial   17:        31.58 :     100:         0.32 :  123.83
Trial   18:        32.60 :     100:         0.33 :  124.06
Trial   19:        34.42 :     100:         0.34 :  122.88
Trial   20:        32.11 :     100:         0.32 :  125.31
-----------------------------------
Trials AVE:        33.33 :  100.00:         0.33 :  124.46
Trials STD:         1.30 :    0.00:         0.01 :    1.08
Trials MED:        33.55 :  100.00:         0.34 :  124.11
Trials L95:        32.60 :  100.00:         0.33 :  123.83
Trials U95:        34.42 :  100.00:         0.34 :  125.15
Trials MIN:        30.87 :  100.00:         0.31 :  122.88
Trials MAX:        35.53 :  100.00:         0.36 :  127.39
