
Env Name:                     Ant-v4
Num Trails:                   10
Num Steps:                    250
Policy Type:                  cemppi
Num samples                   100
Horizon                       50
λ (inverse temp):             1.00
α (control cost param):       1.00
# AIS Iterations:             5
CE Elite Threshold:           0.80
CE Σ Est Method:              ss
U₀                            [0.0000, ..., 0.0000]
Σ                             0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 
Seed:                         1

Trial    #:       Reward :   Steps:  Reward/Step : Ex Time
Trial    1:      1824.15 :     250:         7.30 :  543.59
Trial    2:      1890.32 :     250:         7.56 :  548.64
Trial    3:      2132.13 :     250:         8.53 :  545.92
Trial    4:      1683.76 :     250:         6.74 :  544.79
Trial    5:      1893.25 :     250:         7.57 :  547.83
Trial    6:      1735.01 :     250:         6.94 :  543.39
Trial    7:      1827.74 :     250:         7.31 :  546.34
Trial    8:      2109.97 :     250:         8.44 :  547.21
Trial    9:      1860.58 :     250:         7.44 :  545.53
Trial   10:      1736.17 :     250:         6.94 :  544.50
-----------------------------------
Trials AVE:      1869.31 :  250.00:         7.48 :  545.77
Trials STD:       149.83 :    0.00:         0.60 :    1.76
Trials MED:      1844.16 :  250.00:         7.38 :  545.72
Trials L95:      1735.01 :  250.00:         6.94 :  543.59
Trials U95:      2109.97 :  250.00:         8.44 :  547.83
Trials MIN:      1683.76 :  250.00:         6.74 :  543.39
Trials MAX:      2132.13 :  250.00:         8.53 :  548.64
