
Env Name:                     Swimmer-v4
Num Trails:                   20
Num Steps:                    100
Policy Type:                  cemppi
Num samples                   300
Horizon                       50
λ (inverse temp):             0.50
α (control cost param):       1.00
# AIS Iterations:             5
CE Elite Threshold:           0.80
CE Σ Est Method:              ss
U₀                            [0.0000, ..., 0.0000]
Σ                             0.2500 0.2500
Seed:                         1

Trial    #:       Reward :   Steps:  Reward/Step : Ex Time
Trial    1:        35.10 :     100:         0.35 :  100.72
Trial    2:        35.13 :     100:         0.35 :  101.66
Trial    3:        35.29 :     100:         0.35 :  101.06
Trial    4:        34.64 :     100:         0.35 :  100.67
Trial    5:        35.24 :     100:         0.35 :  101.07
Trial    6:        35.10 :     100:         0.35 :  101.56
Trial    7:        35.11 :     100:         0.35 :  101.52
Trial    8:        39.98 :     100:         0.40 :   96.58
Trial    9:        33.37 :     100:         0.33 :  102.42
Trial   10:        34.92 :     100:         0.35 :  102.16
Trial   11:        33.15 :     100:         0.33 :  101.90
Trial   12:        34.88 :     100:         0.35 :  100.96
Trial   13:        34.39 :     100:         0.34 :  102.34
Trial   14:        34.15 :     100:         0.34 :  102.22
Trial   15:        34.93 :     100:         0.35 :  102.17
Trial   16:        35.44 :     100:         0.35 :  101.30
Trial   17:        37.88 :     100:         0.38 :   96.96
Trial   18:        33.97 :     100:         0.34 :  101.21
Trial   19:        34.72 :     100:         0.35 :  101.69
Trial   20:        34.75 :     100:         0.35 :  101.69
-----------------------------------
Trials AVE:        35.11 :  100.00:         0.35 :  101.09
Trials STD:         1.48 :    0.00:         0.01 :    1.57
Trials MED:        34.92 :  100.00:         0.35 :  101.54
Trials L95:        34.64 :  100.00:         0.35 :  101.06
Trials U95:        35.13 :  100.00:         0.35 :  101.90
Trials MIN:        33.15 :  100.00:         0.33 :   96.58
Trials MAX:        39.98 :  100.00:         0.40 :  102.42
