
Env Name:                     Ant-v4
Num Trails:                   10
Num Steps:                    250
Policy Type:                  cemppi
Num samples                   200
Horizon                       50
λ (inverse temp):             1.00
α (control cost param):       1.00
# AIS Iterations:             15
CE Elite Threshold:           0.80
CE Σ Est Method:              ss
U₀                            [0.0000, ..., 0.0000]
Σ                             0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 
Seed:                         1

Trial    #:       Reward :   Steps:  Reward/Step : Ex Time
Trial    1:      2466.60 :     250:         9.87 : 1547.02
Trial    2:      2432.61 :     250:         9.73 : 1547.00
Trial    3:      2410.87 :     250:         9.64 : 1538.17
Trial    4:      2187.77 :     250:         8.75 : 1532.78
Trial    5:      2410.08 :     250:         9.64 : 1539.62
Trial    6:      2438.64 :     250:         9.75 : 1544.15
Trial    7:      2417.53 :     250:         9.67 : 1545.52
Trial    8:      2420.72 :     250:         9.68 : 1531.78
Trial    9:      2150.73 :     250:         8.60 : 1538.39
Trial   10:      2836.23 :     250:        11.34 : 1546.68
-----------------------------------
Trials AVE:      2417.18 :  250.00:         9.67 : 1541.11
Trials STD:       183.33 :    0.00:         0.73 :    5.81
Trials MED:      2419.13 :  250.00:         9.68 : 1541.88
Trials L95:      2187.77 :  250.00:         8.75 : 1532.78
Trials U95:      2466.60 :  250.00:         9.87 : 1547.00
Trials MIN:      2150.73 :  250.00:         8.60 : 1531.78
Trials MAX:      2836.23 :  250.00:        11.34 : 1547.02
