
Env Name:                     Swimmer-v4
Num Trails:                   20
Num Steps:                    100
Policy Type:                  cemppi
Num samples                   300
Horizon                       50
λ (inverse temp):             0.10
α (control cost param):       1.00
# AIS Iterations:             7
CE Elite Threshold:           0.80
CE Σ Est Method:              ss
U₀                            [0.0000, ..., 0.0000]
Σ                             0.5000 0.5000
Seed:                         1

Trial    #:       Reward :   Steps:  Reward/Step : Ex Time
Trial    1:        25.28 :     100:         0.25 :  125.81
Trial    2:        19.68 :     100:         0.20 :  123.56
Trial    3:        39.57 :     100:         0.40 :  127.97
Trial    4:        22.88 :     100:         0.23 :  127.06
Trial    5:        15.21 :     100:         0.15 :  121.10
Trial    6:        42.54 :     100:         0.43 :  123.58
Trial    7:        32.40 :     100:         0.32 :  127.23
Trial    8:        35.31 :     100:         0.35 :  131.55
Trial    9:        39.41 :     100:         0.39 :  118.47
Trial   10:        14.91 :     100:         0.15 :  128.81
Trial   11:        33.47 :     100:         0.33 :  127.88
Trial   12:        39.31 :     100:         0.39 :  120.29
Trial   13:        40.07 :     100:         0.40 :  119.22
Trial   14:        17.26 :     100:         0.17 :  122.18
Trial   15:        38.98 :     100:         0.39 :  124.14
Trial   16:        16.47 :     100:         0.16 :  128.58
Trial   17:        42.32 :     100:         0.42 :  122.97
Trial   18:        15.97 :     100:         0.16 :  127.26
Trial   19:        41.26 :     100:         0.41 :  119.70
Trial   20:        30.62 :     100:         0.31 :  129.49
-----------------------------------
Trials AVE:        30.14 :  100.00:         0.30 :  124.84
Trials STD:        10.51 :    0.00:         0.11 :    3.84
Trials MED:        32.93 :  100.00:         0.33 :  124.97
Trials L95:        19.68 :  100.00:         0.20 :  122.18
Trials U95:        39.41 :  100.00:         0.39 :  127.88
Trials MIN:        14.91 :  100.00:         0.15 :  118.47
Trials MAX:        42.54 :  100.00:         0.43 :  131.55
