
Env Name:                     Swimmer-v4
Num Trails:                   10
Num Steps:                    250
Policy Type:                  mppi
Num samples                   500
Horizon                       50
λ (inverse temp):             0.50
α (control cost param):       1.00
U₀                            [0.0000, ..., 0.0000]
Σ                             0.2500 0.2500 
Seed:                         1

Trial    #:       Reward :   Steps:  Reward/Step : Ex Time
Trial    1:        37.67 :     250:         0.15 :  114.60
Trial    2:        34.19 :     250:         0.14 :  117.33
Trial    3:        37.17 :     250:         0.15 :  115.61
Trial    4:        38.57 :     250:         0.15 :  115.53
Trial    5:        36.94 :     250:         0.15 :  114.29
Trial    6:        35.91 :     250:         0.14 :  115.59
Trial    7:        37.04 :     250:         0.15 :  113.79
Trial    8:        33.60 :     250:         0.13 :  116.39
Trial    9:        32.17 :     250:         0.13 :  117.31
Trial   10:        32.44 :     250:         0.13 :  117.46
-----------------------------------
Trials AVE:        35.57 :  250.00:         0.14 :  115.79
Trials STD:         2.29 :    0.00:         0.01 :    1.32
Trials MED:        36.42 :  250.00:         0.15 :  115.60
Trials L95:        32.44 :  250.00:         0.13 :  114.29
Trials U95:        37.67 :  250.00:         0.15 :  117.33
Trials MIN:        32.17 :  250.00:         0.13 :  113.79
Trials MAX:        38.57 :  250.00:         0.15 :  117.46
