
Env Name:                     Swimmer-v4
Num Trails:                   10
Num Steps:                    250
Policy Type:                  cemppi
Num samples                   250
Horizon                       50
λ (inverse temp):             0.50
α (control cost param):       1.00
# AIS Iterations:             18
CE Elite Threshold:           0.80
CE Σ Est Method:              mle
U₀                            [0.0000, ..., 0.0000]
Σ                             0.2500 0.2500 
Seed:                         1

Trial    #:       Reward :   Steps:  Reward/Step : Ex Time
Trial    1:        53.18 :     250:         0.21 :  398.76
Trial    2:        46.50 :     250:         0.19 :  413.30
Trial    3:        53.16 :     250:         0.21 :  417.59
Trial    4:        56.96 :     250:         0.23 :  423.65
Trial    5:        51.37 :     250:         0.21 :  398.93
Trial    6:        56.65 :     250:         0.23 :  397.52
Trial    7:        55.89 :     250:         0.22 :  424.07
Trial    8:        49.70 :     250:         0.20 :  407.62
Trial    9:        57.51 :     250:         0.23 :  415.29
Trial   10:        55.87 :     250:         0.22 :  396.37
-----------------------------------
Trials AVE:        53.68 :  250.00:         0.21 :  409.31
Trials STD:         3.61 :    0.00:         0.01 :   10.91
Trials MED:        54.53 :  250.00:         0.22 :  410.46
Trials L95:        49.70 :  250.00:         0.20 :  397.52
Trials U95:        56.96 :  250.00:         0.23 :  423.65
Trials MIN:        46.50 :  250.00:         0.19 :  396.37
Trials MAX:        57.51 :  250.00:         0.23 :  424.07
