
Env Name:                     Swimmer-v4
Num Trails:                   10
Num Steps:                    250
Policy Type:                  mppi
Num samples                   2000
Horizon                       50
λ (inverse temp):             0.10
α (control cost param):       1.00
U₀                            [0.0000, ..., 0.0000]
Σ                             0.2500 0.2500 
Seed:                         1

Trial    #:       Reward :   Steps:  Reward/Step : Ex Time
Trial    1:        54.57 :     250:         0.22 :  421.49
Trial    2:        40.58 :     250:         0.16 :  433.91
Trial    3:        43.34 :     250:         0.17 :  436.27
Trial    4:        43.63 :     250:         0.17 :  433.79
Trial    5:        39.59 :     250:         0.16 :  433.95
Trial    6:        47.44 :     250:         0.19 :  425.25
Trial    7:        43.94 :     250:         0.18 :  437.62
Trial    8:        54.85 :     250:         0.22 :  425.37
Trial    9:        39.44 :     250:         0.16 :  435.12
Trial   10:        54.12 :     250:         0.22 :  421.77
-----------------------------------
Trials AVE:        46.15 :  250.00:         0.18 :  430.45
Trials STD:         6.24 :    0.00:         0.02 :    6.25
Trials MED:        43.79 :  250.00:         0.18 :  433.85
Trials L95:        39.59 :  250.00:         0.16 :  421.77
Trials U95:        54.57 :  250.00:         0.22 :  436.27
Trials MIN:        39.44 :  250.00:         0.16 :  421.49
Trials MAX:        54.85 :  250.00:         0.22 :  437.62
