
Env Name:                     Swimmer-v4
Num Trails:                   20
Num Steps:                    100
Policy Type:                  cemppi
Num samples                   200
Horizon                       50
λ (inverse temp):             0.50
α (control cost param):       1.00
# AIS Iterations:             5
CE Elite Threshold:           0.80
CE Σ Est Method:              mle
U₀                            [0.0000, ..., 0.0000]
Σ                             0.2500 0.2500 
Seed:                         1

Trial    #:       Reward :   Steps:  Reward/Step : Ex Time
Trial    1:        32.71 :     100:         0.33 :   79.04
Trial    2:        35.45 :     100:         0.35 :   71.26
Trial    3:        35.02 :     100:         0.35 :   71.05
Trial    4:        14.10 :     100:         0.14 :   67.77
Trial    5:        34.63 :     100:         0.35 :   71.01
Trial    6:        31.91 :     100:         0.32 :   69.70
Trial    7:        35.48 :     100:         0.35 :   69.55
Trial    8:        34.26 :     100:         0.34 :   70.20
Trial    9:        12.33 :     100:         0.12 :   68.96
Trial   10:        35.77 :     100:         0.36 :   69.40
Trial   11:        34.58 :     100:         0.35 :   69.60
Trial   12:        11.05 :     100:         0.11 :   66.93
Trial   13:        33.07 :     100:         0.33 :   70.48
Trial   14:        34.43 :     100:         0.34 :   70.20
Trial   15:        35.70 :     100:         0.36 :   69.06
Trial   16:        33.99 :     100:         0.34 :   70.90
Trial   17:        33.33 :     100:         0.33 :   70.22
Trial   18:        36.78 :     100:         0.37 :   65.89
Trial   19:        34.76 :     100:         0.35 :   70.86
Trial   20:        34.72 :     100:         0.35 :   69.03
-----------------------------------
Trials AVE:        31.20 :  100.00:         0.31 :   70.05
Trials STD:         8.16 :    0.00:         0.08 :    2.54
Trials MED:        34.50 :  100.00:         0.35 :   69.95
Trials L95:        33.07 :  100.00:         0.33 :   69.06
Trials U95:        35.02 :  100.00:         0.35 :   70.86
Trials MIN:        11.05 :  100.00:         0.11 :   65.89
Trials MAX:        36.78 :  100.00:         0.37 :   79.04
