
Env Name:                     Swimmer-v4
Num Trails:                   10
Num Steps:                    250
Policy Type:                  cemppi
Num samples                   375
Horizon                       50
λ (inverse temp):             0.50
α (control cost param):       1.00
# AIS Iterations:             8
CE Elite Threshold:           0.80
CE Σ Est Method:              mle
U₀                            [0.0000, ..., 0.0000]
Σ                             0.2500 0.2500 
Seed:                         1

Trial    #:       Reward :   Steps:  Reward/Step : Ex Time
Trial    1:        56.26 :     250:         0.23 :  542.65
Trial    2:        56.38 :     250:         0.23 :  547.78
Trial    3:        55.85 :     250:         0.22 :  515.53
Trial    4:        53.62 :     250:         0.21 :  540.82
Trial    5:        56.78 :     250:         0.23 :  531.66
Trial    6:        56.22 :     250:         0.22 :  521.75
Trial    7:        55.66 :     250:         0.22 :  516.38
Trial    8:        45.79 :     250:         0.18 :  548.41
Trial    9:        55.03 :     250:         0.22 :  533.62
Trial   10:        56.17 :     250:         0.22 :  521.10
-----------------------------------
Trials AVE:        54.78 :  250.00:         0.22 :  531.97
Trials STD:         3.28 :    0.00:         0.01 :   12.70
Trials MED:        56.01 :  250.00:         0.22 :  532.64
Trials L95:        53.62 :  250.00:         0.21 :  516.38
Trials U95:        56.38 :  250.00:         0.23 :  547.78
Trials MIN:        45.79 :  250.00:         0.18 :  515.53
Trials MAX:        56.78 :  250.00:         0.23 :  548.41
