
Env Name:                     Ant-v4
Num Trails:                   10
Num Steps:                    250
Policy Type:                  cemppi
Num samples                   50
Horizon                       50
λ (inverse temp):             1.00
α (control cost param):       1.00
# AIS Iterations:             5
CE Elite Threshold:           0.80
CE Σ Est Method:              ss
U₀                            [0.0000, ..., 0.0000]
Σ                             0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 
Seed:                         1

Trial    #:       Reward :   Steps:  Reward/Step : Ex Time
Trial    1:      1644.61 :     250:         6.58 :  340.24
Trial    2:      1551.40 :     250:         6.21 :  340.31
Trial    3:      2126.40 :     250:         8.51 :  338.90
Trial    4:      1323.23 :     250:         5.29 :  339.80
Trial    5:      1979.30 :     250:         7.92 :  338.27
Trial    6:      1518.36 :     250:         6.07 :  339.94
Trial    7:      1753.31 :     250:         7.01 :  337.60
Trial    8:      2043.18 :     250:         8.17 :  336.80
Trial    9:      1531.44 :     250:         6.13 :  337.57
Trial   10:      1642.59 :     250:         6.57 :  339.44
-----------------------------------
Trials AVE:      1711.38 :  250.00:         6.85 :  338.89
Trials STD:       260.54 :    0.00:         1.04 :    1.26
Trials MED:      1643.60 :  250.00:         6.57 :  339.17
Trials L95:      1518.36 :  250.00:         6.07 :  337.57
Trials U95:      2043.18 :  250.00:         8.17 :  340.24
Trials MIN:      1323.23 :  250.00:         5.29 :  336.80
Trials MAX:      2126.40 :  250.00:         8.51 :  340.31
