
Env Name:                     Swimmer-v4
Num Trails:                   10
Num Steps:                    250
Policy Type:                  mppi
Num samples                   1000
Horizon                       50
λ (inverse temp):             0.50
α (control cost param):       1.00
U₀                            [0.0000, ..., 0.0000]
Σ                             0.2500 0.2500 
Seed:                         1

Trial    #:       Reward :   Steps:  Reward/Step : Ex Time
Trial    1:        35.27 :     250:         0.14 :  189.00
Trial    2:        36.85 :     250:         0.15 :  188.59
Trial    3:        33.95 :     250:         0.14 :  191.50
Trial    4:        32.89 :     250:         0.13 :  190.91
Trial    5:        37.04 :     250:         0.15 :  189.04
Trial    6:        30.81 :     250:         0.12 :  189.49
Trial    7:        37.22 :     250:         0.15 :  189.95
Trial    8:        35.40 :     250:         0.14 :  190.63
Trial    9:        36.16 :     250:         0.14 :  186.32
Trial   10:        32.49 :     250:         0.13 :  190.46
-----------------------------------
Trials AVE:        34.81 :  250.00:         0.14 :  189.59
Trials STD:         2.19 :    0.00:         0.01 :    1.48
Trials MED:        35.33 :  250.00:         0.14 :  189.72
Trials L95:        32.49 :  250.00:         0.13 :  188.59
Trials U95:        37.04 :  250.00:         0.15 :  190.91
Trials MIN:        30.81 :  250.00:         0.12 :  186.32
Trials MAX:        37.22 :  250.00:         0.15 :  191.50
