
Env Name:                     Swimmer-v4
Num Trails:                   20
Num Steps:                    100
Policy Type:                  mppi
Num samples                   10
Horizon                       50
λ (inverse temp):             0.50
α (control cost param):       1.00
U₀                            [0.0000, ..., 0.0000]
Σ                             0.2500 0.2500 
Seed:                         1

Trial    #:       Reward :   Steps:  Reward/Step : Ex Time
Trial    1:        26.70 :     100:         0.27 :    3.09
Trial    2:        26.53 :     100:         0.27 :    3.10
Trial    3:        33.62 :     100:         0.34 :    3.09
Trial    4:        21.70 :     100:         0.22 :    3.09
Trial    5:         4.57 :     100:         0.05 :    3.12
Trial    6:        33.56 :     100:         0.34 :    3.09
Trial    7:        30.22 :     100:         0.30 :    3.08
Trial    8:        29.44 :     100:         0.29 :    3.12
Trial    9:         3.76 :     100:         0.04 :    3.14
Trial   10:        17.78 :     100:         0.18 :    3.13
Trial   11:        28.93 :     100:         0.29 :    3.10
Trial   12:        28.23 :     100:         0.28 :    3.13
Trial   13:        28.41 :     100:         0.28 :    3.10
Trial   14:        22.83 :     100:         0.23 :    3.10
Trial   15:        29.80 :     100:         0.30 :    3.12
Trial   16:        29.05 :     100:         0.29 :    3.11
Trial   17:        24.83 :     100:         0.25 :    3.14
Trial   18:        25.38 :     100:         0.25 :    3.15
Trial   19:        17.94 :     100:         0.18 :    3.08
Trial   20:        25.51 :     100:         0.26 :    3.07
-----------------------------------
Trials AVE:        24.44 :  100.00:         0.24 :    3.11
Trials STD:         8.13 :    0.00:         0.08 :    0.02
Trials MED:        26.61 :  100.00:         0.27 :    3.10
Trials L95:        22.83 :  100.00:         0.23 :    3.09
Trials U95:        29.05 :  100.00:         0.29 :    3.12
Trials MIN:         3.76 :  100.00:         0.04 :    3.07
Trials MAX:        33.62 :  100.00:         0.34 :    3.15
