
Env Name:                     Swimmer-v4
Num Trails:                   20
Num Steps:                    100
Policy Type:                  cemppi
Num samples                   300
Horizon                       50
λ (inverse temp):             1.00
α (control cost param):       1.00
# AIS Iterations:             5
CE Elite Threshold:           0.80
CE Σ Est Method:              ss
U₀                            [0.0000, ..., 0.0000]
Σ                             0.5000 0.5000
Seed:                         21

Trial    #:       Reward :   Steps:  Reward/Step : Ex Time
Trial    1:         8.76 :     100:         0.09 :   80.55
Trial    2:        35.08 :     100:         0.35 :   81.78
Trial    3:        34.50 :     100:         0.35 :   81.33
Trial    4:        34.28 :     100:         0.34 :   81.35
Trial    5:        34.62 :     100:         0.35 :   80.97
Trial    6:        34.29 :     100:         0.34 :   82.64
Trial    7:        34.26 :     100:         0.34 :   82.85
Trial    8:        35.00 :     100:         0.35 :   81.54
Trial    9:        34.81 :     100:         0.35 :   84.01
Trial   10:        10.26 :     100:         0.10 :   81.22
Trial   11:        26.96 :     100:         0.27 :   79.46
Trial   12:        34.96 :     100:         0.35 :   81.58
Trial   13:        22.47 :     100:         0.22 :   81.37
Trial   14:        34.24 :     100:         0.34 :   81.25
Trial   15:        35.24 :     100:         0.35 :   83.28
Trial   16:        34.93 :     100:         0.35 :   82.52
Trial   17:        33.81 :     100:         0.34 :   83.34
Trial   18:        34.80 :     100:         0.35 :   82.28
Trial   19:        33.98 :     100:         0.34 :   81.88
Trial   20:        35.66 :     100:         0.36 :   80.55
-----------------------------------
Trials AVE:        31.15 :  100.00:         0.31 :   81.79
Trials STD:         8.05 :    0.00:         0.08 :    1.09
Trials MED:        34.39 :  100.00:         0.34 :   81.56
Trials L95:        33.98 :  100.00:         0.34 :   81.25
Trials U95:        34.93 :  100.00:         0.35 :   82.52
Trials MIN:         8.76 :  100.00:         0.09 :   79.46
Trials MAX:        35.66 :  100.00:         0.36 :   84.01
