
Env Name:                     Swimmer-v4
Num Trails:                   20
Num Steps:                    100
Policy Type:                  mppi
Num samples                   500
Horizon                       50
λ (inverse temp):             0.50
α (control cost param):       1.00
U₀                            [0.0000, ..., 0.0000]
Σ                             0.2500 0.2500 
Seed:                         1

Trial    #:       Reward :   Steps:  Reward/Step : Ex Time
Trial    1:        33.71 :     100:         0.34 :   27.40
Trial    2:        31.07 :     100:         0.31 :   28.14
Trial    3:        33.57 :     100:         0.34 :   27.44
Trial    4:        34.04 :     100:         0.34 :   27.76
Trial    5:        33.10 :     100:         0.33 :   27.66
Trial    6:        32.83 :     100:         0.33 :   27.64
Trial    7:        33.09 :     100:         0.33 :   27.55
Trial    8:        31.03 :     100:         0.31 :   27.93
Trial    9:        30.29 :     100:         0.30 :   28.16
Trial   10:        29.81 :     100:         0.30 :   28.30
Trial   11:        30.79 :     100:         0.31 :   28.22
Trial   12:        31.02 :     100:         0.31 :   27.91
Trial   13:        34.22 :     100:         0.34 :   27.75
Trial   14:        31.08 :     100:         0.31 :   27.84
Trial   15:        31.07 :     100:         0.31 :   28.07
Trial   16:        33.25 :     100:         0.33 :   27.88
Trial   17:        32.13 :     100:         0.32 :   27.80
Trial   18:        32.99 :     100:         0.33 :   27.89
Trial   19:        33.64 :     100:         0.34 :   27.17
Trial   20:        30.84 :     100:         0.31 :   27.97
-----------------------------------
Trials AVE:        32.18 :  100.00:         0.32 :   27.82
Trials STD:         1.40 :    0.00:         0.01 :    0.29
Trials MED:        32.48 :  100.00:         0.32 :   27.86
Trials L95:        31.03 :  100.00:         0.31 :   27.66
Trials U95:        33.25 :  100.00:         0.33 :   27.97
Trials MIN:        29.81 :  100.00:         0.30 :   27.17
Trials MAX:        34.22 :  100.00:         0.34 :   28.30
