
Env Name:                     Swimmer-v4
Num Trails:                   10
Num Steps:                    250
Policy Type:                  mppi
Num samples                   1
Horizon                       50
λ (inverse temp):             0.50
α (control cost param):       1.00
U₀                            [0.0000, ..., 0.0000]
Σ                             0.2500 0.2500 
Seed:                         1

Trial    #:       Reward :   Steps:  Reward/Step : Ex Time
Trial    1:         1.74 :     250:         0.01 :    9.18
Trial    2:        -5.11 :     250:        -0.02 :    8.99
Trial    3:        23.18 :     250:         0.09 :    9.03
Trial    4:         5.73 :     250:         0.02 :    8.94
Trial    5:         2.66 :     250:         0.01 :    8.93
Trial    6:        18.07 :     250:         0.07 :    8.81
Trial    7:        -1.42 :     250:        -0.01 :    9.10
Trial    8:        -4.21 :     250:        -0.02 :    9.04
Trial    9:         1.74 :     250:         0.01 :    9.03
Trial   10:         7.04 :     250:         0.03 :    8.82
-----------------------------------
Trials AVE:         4.94 :  250.00:         0.02 :    8.99
Trials STD:         9.19 :    0.00:         0.04 :    0.12
Trials MED:         2.20 :  250.00:         0.01 :    9.01
Trials L95:        -4.21 :  250.00:        -0.02 :    8.82
Trials U95:        18.07 :  250.00:         0.07 :    9.10
Trials MIN:        -5.11 :  250.00:        -0.02 :    8.81
Trials MAX:        23.18 :  250.00:         0.09 :    9.18
