
Env Name:                     Swimmer-v4
Num Trails:                   20
Num Steps:                    100
Policy Type:                  cemppi
Num samples                   300
Horizon                       50
λ (inverse temp):             1.00
α (control cost param):       1.00
# AIS Iterations:             5
CE Elite Threshold:           0.80
CE Σ Est Method:              ss
U₀                            [0.0000, ..., 0.0000]
Σ                             0.5000 0.5000
Seed:                         1

Trial    #:       Reward :   Steps:  Reward/Step : Ex Time
Trial    1:        34.09 :     100:         0.34 :   90.20
Trial    2:        22.42 :     100:         0.22 :   82.14
Trial    3:        35.16 :     100:         0.35 :   80.91
Trial    4:        35.05 :     100:         0.35 :   83.37
Trial    5:         9.37 :     100:         0.09 :   81.37
Trial    6:        34.46 :     100:         0.34 :   81.31
Trial    7:        34.36 :     100:         0.34 :   81.79
Trial    8:        28.79 :     100:         0.29 :   81.18
Trial    9:        29.65 :     100:         0.30 :   81.36
Trial   10:        34.61 :     100:         0.35 :   82.50
Trial   11:        34.94 :     100:         0.35 :   80.52
Trial   12:        34.79 :     100:         0.35 :   82.08
Trial   13:        19.29 :     100:         0.19 :   82.19
Trial   14:        34.59 :     100:         0.35 :   83.71
Trial   15:        22.95 :     100:         0.23 :   81.72
Trial   16:        38.36 :     100:         0.38 :   81.44
Trial   17:        38.15 :     100:         0.38 :   81.11
Trial   18:        34.59 :     100:         0.35 :   82.59
Trial   19:        29.99 :     100:         0.30 :   81.09
Trial   20:         7.74 :     100:         0.08 :   79.70
-----------------------------------
Trials AVE:        29.67 :  100.00:         0.30 :   82.11
Trials STD:         8.88 :    0.00:         0.09 :    2.12
Trials MED:        34.41 :  100.00:         0.34 :   81.58
Trials L95:        28.79 :  100.00:         0.29 :   81.18
Trials U95:        34.79 :  100.00:         0.35 :   82.19
Trials MIN:         7.74 :  100.00:         0.08 :   79.70
Trials MAX:        38.36 :  100.00:         0.38 :   90.20
