
Env Name:                     Swimmer-v4
Num Trails:                   20
Num Steps:                    50
Policy Type:                  mppi
Num samples                   50
Horizon                       50
λ (inverse temp):             0.50
α (control cost param):       1.00
U₀                            [0.0000, ..., 0.0000]
Σ                             0.2500 0.2500 
Seed:                         1

Trial    #:       Reward :   Steps:  Reward/Step : Ex Time
Trial    1:        27.46 :      50:         0.55 :    1.99
Trial    2:        26.49 :      50:         0.53 :    1.98
Trial    3:        26.07 :      50:         0.52 :    2.01
Trial    4:        26.24 :      50:         0.52 :    1.99
Trial    5:        27.60 :      50:         0.55 :    1.99
Trial    6:        25.69 :      50:         0.51 :    1.97
Trial    7:        25.41 :      50:         0.51 :    1.99
Trial    8:        25.82 :      50:         0.52 :    1.99
Trial    9:        25.58 :      50:         0.51 :    1.99
Trial   10:        27.18 :      50:         0.54 :    1.97
Trial   11:        25.79 :      50:         0.52 :    1.97
Trial   12:        26.01 :      50:         0.52 :    1.96
Trial   13:        25.53 :      50:         0.51 :    1.97
Trial   14:        27.31 :      50:         0.55 :    1.97
Trial   15:        25.45 :      50:         0.51 :    2.01
Trial   16:        25.22 :      50:         0.50 :    1.95
Trial   17:        21.47 :      50:         0.43 :    1.96
Trial   18:        28.48 :      50:         0.57 :    1.98
Trial   19:        26.30 :      50:         0.53 :    1.99
Trial   20:        26.43 :      50:         0.53 :    2.00
-----------------------------------
Trials AVE:        26.08 :   50.00:         0.52 :    1.98
Trials STD:         1.39 :    0.00:         0.03 :    0.02
Trials MED:        26.04 :   50.00:         0.52 :    1.98
Trials L95:        25.58 :   50.00:         0.51 :    1.97
Trials U95:        26.49 :   50.00:         0.53 :    1.99
Trials MIN:        21.47 :   50.00:         0.43 :    1.95
Trials MAX:        28.48 :   50.00:         0.57 :    2.01
