
Env Name:                     Swimmer-v4
Num Trails:                   5
Num Steps:                    1000
Policy Type:                  mppi
Num samples                   100
Horizon                       50
λ (inverse temp):             0.50
α (control cost param):       1.00
U₀                            [0.0000, ..., 0.0000]
Σ                             0.2500 0.2500 
Seed:                         1

Trial    #:       Reward :   Steps:  Reward/Step : Ex Time
Trial    1:        57.00 :    1000:         0.06 :  544.29
Trial    2:        60.97 :    1000:         0.06 :  561.26
Trial    3:        59.13 :    1000:         0.06 :  558.35
Trial    4:        50.55 :    1000:         0.05 :  560.49
Trial    5:        47.21 :    1000:         0.05 :  558.76
-----------------------------------
Trials AVE:        54.97 : 1000.00:         0.05 :  556.63
Trials STD:         5.86 :    0.00:         0.01 :    7.00
Trials MED:        57.00 : 1000.00:         0.06 :  558.76
Trials L95:        47.21 : 1000.00:         0.05 :  544.29
Trials U95:        60.97 : 1000.00:         0.06 :  561.26
Trials MIN:        47.21 : 1000.00:         0.05 :  544.29
Trials MAX:        60.97 : 1000.00:         0.06 :  561.26
